rating_average,pageCount,publicationYear,book_age,title_length,adapted_to_movie,genre_encoded,language_encoded,age_category_encoded,description_length,tags_count,publisher_encoded,most_popular_country_encoded,rating_category_encoded,bestseller_status
0.36296670075012166,-1.5220785655394709,-0.4398683427812916,2.3516612353932485,0.10258206008778711,0.7191949522280763,-1.1158526884336957,-0.1411349230869266,-0.4895634003843671,1.4422076321413366,-0.2542168406053346,1.524779341594865,0.2658730699328237,-0.8405363856930371,1
-0.36578123526234724,-1.0001237038380535,-0.3230719847057074,2.078323604285018,0.681250091352227,0.7191949522280763,-1.4861283055865129,-0.1411349230869266,1.0250233695547684,-0.13566352545468446,-0.2542168406053346,0.1875767877195062,0.2658730699328237,1.089042795376196,1
-0.10857608137559385,-0.5825598144769197,0.22197768631368547,-0.6342928867131148,-0.9390203961882047,0.7191949522280763,0.966947658050902,-0.1411349230869266,-0.4895634003843671,-0.511347134406118,-0.2542168406053346,1.5367186501116092,0.4733326476538052,-0.8405363856930371,1
0.19149659815895273,-0.3123714154785391,0.0996195969011687,-0.02533816424414617,1.8385861538811068,0.7191949522280763,0.5503875887539824,-0.1411349230869266,-0.4895634003843671,0.7659771360287562,3.772577914583165,-0.6601141169693373,-2.6385610181609174,-0.8405363856930371,1
0.19149659815895273,-0.17727721597934873,0.27759499968301127,-0.9110904878353733,-0.7075531836824287,0.7191949522280763,1.0595165623391063,-0.1411349230869266,-0.4895634003843671,1.066524023189903,-0.2542168406053346,-1.1376864576391084,0.4733326476538052,-0.8405363856930371,1
0.19149659815895273,-0.9018733769295515,0.0996195969011687,-0.02533816424414617,2.1857869726397707,-1.390443574307614,1.0595165623391063,-0.1411349230869266,-0.4895634003843671,-0.5864838561964048,-0.2542168406053346,0.4741201921213688,0.2658730699328237,-0.8405363856930371,1
-0.15144360702338514,-0.8281856317481749,-0.07835580588067388,0.860414159347081,-0.8232867899353167,0.7191949522280763,1.3372232752037192,-0.1411349230869266,-0.4895634003843671,-0.7367572997769782,-0.2542168406053346,-0.46908518070142896,0.4733326476538052,-0.8405363856930371,1
-1.3088667995137764,-0.7115133685443287,-0.03386195518521324,0.6389760784492742,-0.7075531836824287,0.7191949522280763,-0.6067237148485717,-0.1411349230869266,-0.4895634003843671,-0.13566352545468446,-0.2542168406053346,-0.06314869113212358,0.4733326476538052,1.089042795376196,1
0.36296670075012166,-0.09744882536619079,0.2664715370091461,-0.8557309676109216,1.8385861538811068,0.7191949522280763,0.966947658050902,-0.1411349230869266,2.5396101394939037,-1.1124409087284117,-0.2542168406053346,1.0710856179585826,0.4733326476538052,-0.8405363856930371,1
-0.9659265943314385,0.25256796424534783,0.0718109402165058,0.11306063631698307,0.3340492725935631,0.7191949522280763,-0.46787035841626523,-0.1411349230869266,-0.4895634003843671,-0.4362104126158313,-0.2542168406053346,1.0710856179585826,0.4733326476538052,1.089042795376196,1
0.6201718546368732,-0.7422165957032356,0.07737267155343838,0.08538087620475722,2.7644550039042106,0.7191949522280763,1.0595165623391063,-0.1411349230869266,-0.4895634003843671,-1.9389448484215657,-0.2542168406053346,0.4741201921213688,0.2658730699328237,-0.8405363856930371,1
